id,window_id,asset,placed,seconds_to_close,bid,distance,reason,pre_data,timestamp
593,fifteen_min_KXBTC15M-26MAR082030,btc,1,26.0,99,182.177499999998,intent_fired,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 66139.8, ""spot_coinbase"": 66096.025, ""distance_kraken"": 160.2899999999936, ""distance_coinbase"": 204.06500000000233}",1773016175.22538
594,fifteen_min_KXETH15M-26MAR082030,eth,1,25.0,99,4.21000000000004,intent_fired,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 1941.94, ""spot_coinbase"": 1938.895, ""distance_kraken"": 4.210000000000036, ""distance_coinbase"": 7.255000000000109}",1773016175.98521
595,fifteen_min_KXSOL15M-26MAR082030,sol,0,25.0,99,0.0242999999999967,low_distance,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 82.15, ""spot_coinbase"": 82.05, ""distance_kraken"": 0.024299999999996658, ""distance_coinbase"": 0.12430000000000518}",1773016176.72833
596,fifteen_min_KXXRP15M-26MAR082030,xrp,0,24.0,99,0.00123499999999999,low_distance,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 1.34728, ""spot_coinbase"": 1.34785, ""distance_kraken"": 0.0015199999999999658, ""distance_coinbase"": 0.0009500000000000064}",1773016177.51646
597,fifteen_min_KXBTC15M-26MAR082030,btc,1,22.0,99,182.227500000001,intent_fired,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 66139.7, ""spot_coinbase"": 66096.025, ""distance_kraken"": 160.38999999999942, ""distance_coinbase"": 204.06500000000233}",1773016179.19572
598,fifteen_min_KXETH15M-26MAR082030,eth,1,21.0,99,4.21000000000004,intent_fired,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 1941.94, ""spot_coinbase"": 1938.895, ""distance_kraken"": 4.210000000000036, ""distance_coinbase"": 7.255000000000109}",1773016179.93001
599,fifteen_min_KXSOL15M-26MAR082030,sol,0,21.0,99,0.0292999999999992,low_distance,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 82.15, ""spot_coinbase"": 82.14, ""distance_kraken"": 0.024299999999996658, ""distance_coinbase"": 0.034300000000001774}",1773016180.69719
600,fifteen_min_KXXRP15M-26MAR082030,xrp,0,20.0,99,0.00188500000000003,low_distance,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 1.34728, ""spot_coinbase"": 1.34655, ""distance_kraken"": 0.0015199999999999658, ""distance_coinbase"": 0.0022500000000000853}",1773016181.49459
601,fifteen_min_KXBTC15M-26MAR082030,btc,1,18.0,99,163.202499999992,intent_fired,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 66139.8, ""spot_coinbase"": 66133.975, ""distance_kraken"": 160.2899999999936, ""distance_coinbase"": 166.1149999999907}",1773016183.17094
602,fifteen_min_KXETH15M-26MAR082030,eth,1,17.0,99,4.55000000000018,intent_fired,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 1941.6, ""spot_coinbase"": 1938.895, ""distance_kraken"": 4.550000000000182, ""distance_coinbase"": 7.255000000000109}",1773016183.91195
603,fifteen_min_KXSOL15M-26MAR082030,sol,0,17.0,99,0.0292999999999992,low_distance,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 82.15, ""spot_coinbase"": 82.14, ""distance_kraken"": 0.024299999999996658, ""distance_coinbase"": 0.034300000000001774}",1773016184.66412
604,fifteen_min_KXXRP15M-26MAR082030,xrp,0,16.0,99,0.00189500000000009,low_distance,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 1.34726, ""spot_coinbase"": 1.34655, ""distance_kraken"": 0.0015400000000000968, ""distance_coinbase"": 0.0022500000000000853}",1773016185.54735
605,fifteen_min_KXBTC15M-26MAR082030,btc,1,14.0,99,163.202499999992,intent_fired,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 66139.8, ""spot_coinbase"": 66133.975, ""distance_kraken"": 160.2899999999936, ""distance_coinbase"": 166.1149999999907}",1773016187.28819
606,fifteen_min_KXETH15M-26MAR082030,eth,1,13.0,99,4.71750000000009,intent_fired,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 1941.6, ""spot_coinbase"": 1941.265, ""distance_kraken"": 4.550000000000182, ""distance_coinbase"": 4.884999999999991}",1773016187.9902
607,fifteen_min_KXSOL15M-26MAR082030,sol,0,13.0,99,0.0292999999999992,low_distance,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 82.15, ""spot_coinbase"": 82.14, ""distance_kraken"": 0.024299999999996658, ""distance_coinbase"": 0.034300000000001774}",1773016188.82228
608,fifteen_min_KXXRP15M-26MAR082030,xrp,0,12.0,99,0.00124500000000005,low_distance,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 1.34726, ""spot_coinbase"": 1.34785, ""distance_kraken"": 0.0015400000000000968, ""distance_coinbase"": 0.0009500000000000064}",1773016189.65668
609,fifteen_min_KXBTC15M-26MAR082030,btc,1,10.0,99,163.202499999992,intent_fired,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 66139.8, ""spot_coinbase"": 66133.975, ""distance_kraken"": 160.2899999999936, ""distance_coinbase"": 166.1149999999907}",1773016191.31587
610,fifteen_min_KXETH15M-26MAR082030,eth,1,9.0,99,4.37000000000012,intent_fired,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 1941.78, ""spot_coinbase"": 1938.895, ""distance_kraken"": 4.370000000000118, ""distance_coinbase"": 7.255000000000109}",1773016191.94214
611,fifteen_min_KXSOL15M-26MAR082030,sol,0,9.0,99,0.0292999999999992,low_distance,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 82.15, ""spot_coinbase"": 82.14, ""distance_kraken"": 0.024299999999996658, ""distance_coinbase"": 0.034300000000001774}",1773016192.72457
612,fifteen_min_KXXRP15M-26MAR082030,xrp,0,8.0,99,0.00124500000000005,low_distance,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 1.34726, ""spot_coinbase"": 1.34785, ""distance_kraken"": 0.0015400000000000968, ""distance_coinbase"": 0.0009500000000000064}",1773016193.60342
613,fifteen_min_KXBTC15M-26MAR082030,btc,1,6.0,99,147.937499999993,intent_fired,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 66159.8, ""spot_coinbase"": 66144.505, ""distance_kraken"": 140.2899999999936, ""distance_coinbase"": 155.58499999999185}",1773016195.46311
614,fifteen_min_KXETH15M-26MAR082030,eth,1,5.0,99,4.17750000000012,intent_fired,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 1941.78, ""spot_coinbase"": 1942.165, ""distance_kraken"": 4.370000000000118, ""distance_coinbase"": 3.9850000000001273}",1773016196.22228
615,fifteen_min_KXSOL15M-26MAR082030,sol,0,4.0,99,0.0217999999999989,low_distance,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 82.15, ""spot_coinbase"": 82.155, ""distance_kraken"": 0.024299999999996658, ""distance_coinbase"": 0.019300000000001205}",1773016197.12185
616,fifteen_min_KXXRP15M-26MAR082030,xrp,0,3.0,99,0.00139500000000004,low_distance,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 1.34726, ""spot_coinbase"": 1.34755, ""distance_kraken"": 0.0015400000000000968, ""distance_coinbase"": 0.0012499999999999734}",1773016197.75924
617,fifteen_min_KXBTC15M-26MAR082030,btc,1,2.0,99,144.337499999994,intent_fired,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 66167.0, ""spot_coinbase"": 66144.505, ""distance_kraken"": 133.0899999999965, ""distance_coinbase"": 155.58499999999185}",1773016199.4383
618,fifteen_min_KXETH15M-26MAR082030,eth,1,1.0,99,4.53750000000014,intent_fired,"{""quote"": {""yes_bid"": 0, ""yes_ask"": 1, ""no_bid"": 99, ""no_ask"": 0}, ""spot_kraken"": 1941.78, ""spot_coinbase"": 1941.445, ""distance_kraken"": 4.370000000000118, ""distance_coinbase"": 4.705000000000155}",1773016200.07855
619,fifteen_min_KXXRP15M-26MAR082045,xrp,0,75.0,0,0.00527999999999995,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1.35191, ""spot_coinbase"": 1.35265, ""distance_kraken"": 0.00490999999999997, ""distance_coinbase"": 0.005649999999999933}",1773017026.01556
620,fifteen_min_KXBTC15M-26MAR082045,btc,0,73.0,0,301.917499999996,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 66407.0, ""spot_coinbase"": 66452.215, ""distance_kraken"": 279.3099999999977, ""distance_coinbase"": 324.5249999999942}",1773017027.90155
621,fifteen_min_KXETH15M-26MAR082045,eth,0,73.0,0,14.385,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1954.05, ""spot_coinbase"": 1955.72, ""distance_kraken"": 13.549999999999955, ""distance_coinbase"": 15.220000000000027}",1773017028.66031
622,fifteen_min_KXSOL15M-26MAR082045,sol,0,72.0,0,0.478200000000008,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 82.58, ""spot_coinbase"": 82.62, ""distance_kraken"": 0.45820000000000505, ""distance_coinbase"": 0.4982000000000113}",1773017029.33101
623,fifteen_min_KXXRP15M-26MAR082045,xrp,0,71.0,0,0.00502999999999998,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1.35191, ""spot_coinbase"": 1.35215, ""distance_kraken"": 0.00490999999999997, ""distance_coinbase"": 0.005149999999999988}",1773017030.10278
624,fifteen_min_KXBTC15M-26MAR082045,btc,0,69.0,0,282.4375,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 66392.1, ""spot_coinbase"": 66428.155, ""distance_kraken"": 264.4100000000035, ""distance_coinbase"": 300.4649999999965}",1773017031.92769
625,fifteen_min_KXETH15M-26MAR082045,eth,0,69.0,0,14.385,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1954.05, ""spot_coinbase"": 1955.72, ""distance_kraken"": 13.549999999999955, ""distance_coinbase"": 15.220000000000027}",1773017032.64306
626,fifteen_min_KXSOL15M-26MAR082045,sol,0,68.0,0,0.468200000000003,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 82.58, ""spot_coinbase"": 82.6, ""distance_kraken"": 0.45820000000000505, ""distance_coinbase"": 0.47820000000000107}",1773017033.42501
627,fifteen_min_KXXRP15M-26MAR082045,xrp,0,67.0,0,0.00504499999999997,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1.35194, ""spot_coinbase"": 1.35215, ""distance_kraken"": 0.0049399999999999444, ""distance_coinbase"": 0.005149999999999988}",1773017034.44907
628,fifteen_min_KXBTC15M-26MAR082045,btc,0,65.0,0,282.4375,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 66392.1, ""spot_coinbase"": 66428.155, ""distance_kraken"": 264.4100000000035, ""distance_coinbase"": 300.4649999999965}",1773017036.13375
629,fifteen_min_KXETH15M-26MAR082045,eth,0,64.0,0,14.46,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1954.2, ""spot_coinbase"": 1955.72, ""distance_kraken"": 13.700000000000045, ""distance_coinbase"": 15.220000000000027}",1773017036.77124
630,fifteen_min_KXSOL15M-26MAR082045,sol,0,64.0,0,0.478200000000008,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 82.58, ""spot_coinbase"": 82.62, ""distance_kraken"": 0.45820000000000505, ""distance_coinbase"": 0.4982000000000113}",1773017037.43309
631,fifteen_min_KXXRP15M-26MAR082045,xrp,0,63.0,0,0.00504499999999997,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1.35194, ""spot_coinbase"": 1.35215, ""distance_kraken"": 0.0049399999999999444, ""distance_coinbase"": 0.005149999999999988}",1773017038.19576
632,fifteen_min_KXBTC15M-26MAR082045,btc,0,61.0,0,264.5075,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 66395.6, ""spot_coinbase"": 66388.795, ""distance_kraken"": 267.9100000000035, ""distance_coinbase"": 261.1049999999959}",1773017039.84852
633,fifteen_min_KXETH15M-26MAR082045,eth,0,61.0,0,14.46,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1954.2, ""spot_coinbase"": 1955.72, ""distance_kraken"": 13.700000000000045, ""distance_coinbase"": 15.220000000000027}",1773017040.52604
634,fifteen_min_KXSOL15M-26MAR082045,sol,0,60.0,0,0.440700000000007,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 82.58, ""spot_coinbase"": 82.545, ""distance_kraken"": 0.45820000000000505, ""distance_coinbase"": 0.42320000000000846}",1773017041.33716
635,fifteen_min_KXXRP15M-26MAR082045,xrp,0,59.0,0,0.00504499999999997,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1.35194, ""spot_coinbase"": 1.35215, ""distance_kraken"": 0.0049399999999999444, ""distance_coinbase"": 0.005149999999999988}",1773017042.45706
636,fifteen_min_KXBTC15M-26MAR082045,btc,0,57.0,0,264.5075,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 66395.6, ""spot_coinbase"": 66388.795, ""distance_kraken"": 267.9100000000035, ""distance_coinbase"": 261.1049999999959}",1773017044.22334
637,fifteen_min_KXETH15M-26MAR082045,eth,0,56.0,0,13.28,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1954.0, ""spot_coinbase"": 1953.56, ""distance_kraken"": 13.5, ""distance_coinbase"": 13.059999999999945}",1773017044.97467
638,fifteen_min_KXSOL15M-26MAR082045,sol,0,56.0,0,0.440700000000007,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 82.58, ""spot_coinbase"": 82.545, ""distance_kraken"": 0.45820000000000505, ""distance_coinbase"": 0.42320000000000846}",1773017045.62209
639,fifteen_min_KXXRP15M-26MAR082045,xrp,0,55.0,0,0.004695,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1.35194, ""spot_coinbase"": 1.35145, ""distance_kraken"": 0.0049399999999999444, ""distance_coinbase"": 0.004450000000000065}",1773017046.6826
640,fifteen_min_KXBTC15M-26MAR082045,btc,0,53.0,0,264.457499999997,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 66395.5, ""spot_coinbase"": 66388.795, ""distance_kraken"": 267.8099999999977, ""distance_coinbase"": 261.1049999999959}",1773017048.35404
641,fifteen_min_KXETH15M-26MAR082045,eth,0,52.0,0,13.28,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1954.0, ""spot_coinbase"": 1953.56, ""distance_kraken"": 13.5, ""distance_coinbase"": 13.059999999999945}",1773017049.08796
642,fifteen_min_KXSOL15M-26MAR082045,sol,0,51.0,0,0.430700000000009,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 82.56, ""spot_coinbase"": 82.545, ""distance_kraken"": 0.438200000000009, ""distance_coinbase"": 0.42320000000000846}",1773017049.99758
643,fifteen_min_KXXRP15M-26MAR082045,xrp,0,51.0,0,0.00463000000000002,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1.35181, ""spot_coinbase"": 1.35145, ""distance_kraken"": 0.004809999999999981, ""distance_coinbase"": 0.004450000000000065}",1773017050.91619
644,fifteen_min_KXBTC15M-26MAR082045,btc,0,49.0,0,264.457499999997,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 66395.5, ""spot_coinbase"": 66388.795, ""distance_kraken"": 267.8099999999977, ""distance_coinbase"": 261.1049999999959}",1773017052.61178
645,fifteen_min_KXETH15M-26MAR082045,eth,0,48.0,0,13.28,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1954.0, ""spot_coinbase"": 1953.56, ""distance_kraken"": 13.5, ""distance_coinbase"": 13.059999999999945}",1773017053.25229
646,fifteen_min_KXSOL15M-26MAR082045,sol,0,47.0,0,0.440700000000007,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 82.56, ""spot_coinbase"": 82.565, ""distance_kraken"": 0.438200000000009, ""distance_coinbase"": 0.4432000000000045}",1773017054.00742
647,fifteen_min_KXXRP15M-26MAR082045,xrp,0,46.0,0,0.00463000000000002,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1.35181, ""spot_coinbase"": 1.35145, ""distance_kraken"": 0.004809999999999981, ""distance_coinbase"": 0.004450000000000065}",1773017054.81843
648,fifteen_min_KXBTC15M-26MAR082045,btc,0,45.0,0,269.377499999995,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 66395.5, ""spot_coinbase"": 66398.635, ""distance_kraken"": 267.8099999999977, ""distance_coinbase"": 270.94499999999243}",1773017056.57429
649,fifteen_min_KXETH15M-26MAR082045,eth,0,44.0,0,13.49,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1954.0, ""spot_coinbase"": 1953.98, ""distance_kraken"": 13.5, ""distance_coinbase"": 13.480000000000018}",1773017057.24798
650,fifteen_min_KXSOL15M-26MAR082045,sol,0,43.0,0,0.440700000000007,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 82.56, ""spot_coinbase"": 82.565, ""distance_kraken"": 0.438200000000009, ""distance_coinbase"": 0.4432000000000045}",1773017057.88736
651,fifteen_min_KXXRP15M-26MAR082045,xrp,0,43.0,0,0.00492999999999999,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1.35181, ""spot_coinbase"": 1.35205, ""distance_kraken"": 0.004809999999999981, ""distance_coinbase"": 0.005049999999999999}",1773017058.76437
652,fifteen_min_KXBTC15M-26MAR082045,btc,0,41.0,0,278.324999999997,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 66408.6, ""spot_coinbase"": 66403.43, ""distance_kraken"": 280.9100000000035, ""distance_coinbase"": 275.7399999999907}",1773017060.58412
653,fifteen_min_KXETH15M-26MAR082045,eth,0,40.0,0,13.515,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1953.87, ""spot_coinbase"": 1954.16, ""distance_kraken"": 13.36999999999989, ""distance_coinbase"": 13.660000000000082}",1773017061.33273
654,fifteen_min_KXSOL15M-26MAR082045,sol,0,39.0,0,0.440700000000007,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 82.56, ""spot_coinbase"": 82.565, ""distance_kraken"": 0.438200000000009, ""distance_coinbase"": 0.4432000000000045}",1773017062.07086
655,fifteen_min_KXXRP15M-26MAR082045,xrp,0,38.0,0,0.00500500000000004,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1.35181, ""spot_coinbase"": 1.3522, ""distance_kraken"": 0.004809999999999981, ""distance_coinbase"": 0.0052000000000000934}",1773017062.71658
656,fifteen_min_KXBTC15M-26MAR082045,btc,0,37.0,0,277.424999999996,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 66406.8, ""spot_coinbase"": 66403.43, ""distance_kraken"": 279.1100000000006, ""distance_coinbase"": 275.7399999999907}",1773017064.39976
657,fifteen_min_KXETH15M-26MAR082045,eth,0,36.0,0,13.51,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1953.86, ""spot_coinbase"": 1954.16, ""distance_kraken"": 13.3599999999999, ""distance_coinbase"": 13.660000000000082}",1773017065.05702
658,fifteen_min_KXSOL15M-26MAR082045,sol,0,35.0,0,0.435700000000004,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 82.55, ""spot_coinbase"": 82.565, ""distance_kraken"": 0.4282000000000039, ""distance_coinbase"": 0.4432000000000045}",1773017065.83811
659,fifteen_min_KXXRP15M-26MAR082045,xrp,0,35.0,0,0.00492999999999999,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1.35181, ""spot_coinbase"": 1.35205, ""distance_kraken"": 0.004809999999999981, ""distance_coinbase"": 0.005049999999999999}",1773017066.67681
660,fifteen_min_KXBTC15M-26MAR082045,btc,0,33.0,0,277.424999999996,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 66406.8, ""spot_coinbase"": 66403.43, ""distance_kraken"": 279.1100000000006, ""distance_coinbase"": 275.7399999999907}",1773017068.33427
661,fifteen_min_KXETH15M-26MAR082045,eth,0,32.0,0,13.51,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1953.86, ""spot_coinbase"": 1954.16, ""distance_kraken"": 13.3599999999999, ""distance_coinbase"": 13.660000000000082}",1773017069.40738
662,fifteen_min_KXSOL15M-26MAR082045,sol,0,31.0,0,0.448200000000007,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 82.59, ""spot_coinbase"": 82.55, ""distance_kraken"": 0.46820000000001016, ""distance_coinbase"": 0.4282000000000039}",1773017070.15316
663,fifteen_min_KXXRP15M-26MAR082045,xrp,0,30.0,0,0.00509000000000004,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1.35198, ""spot_coinbase"": 1.3522, ""distance_kraken"": 0.0049799999999999844, ""distance_coinbase"": 0.0052000000000000934}",1773017070.94912
664,fifteen_min_KXBTC15M-26MAR082045,btc,0,29.0,0,275.817499999997,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 66407.4, ""spot_coinbase"": 66399.615, ""distance_kraken"": 279.70999999999185, ""distance_coinbase"": 271.9250000000029}",1773017072.6368
665,fifteen_min_KXETH15M-26MAR082045,eth,0,28.0,0,13.0975,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1953.51, ""spot_coinbase"": 1953.685, ""distance_kraken"": 13.009999999999991, ""distance_coinbase"": 13.184999999999945}",1773017073.40842
666,fifteen_min_KXSOL15M-26MAR082045,sol,0,27.0,0,0.440700000000007,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 82.59, ""spot_coinbase"": 82.535, ""distance_kraken"": 0.46820000000001016, ""distance_coinbase"": 0.41320000000000334}",1773017074.1999
667,fifteen_min_KXXRP15M-26MAR082045,xrp,0,26.0,0,0.00499000000000005,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 1.35198, ""spot_coinbase"": 1.352, ""distance_kraken"": 0.0049799999999999844, ""distance_coinbase"": 0.0050000000000001155}",1773017074.91252
668,fifteen_min_KXBTC15M-26MAR082045,btc,0,25.0,0,271.967499999999,low_bid,"{""quote"": {""yes_bid"": 99, ""yes_ask"": 0, ""no_bid"": 0, ""no_ask"": 1}, ""spot_kraken"": 66399.7, ""spot_coinbase"": 66399.615, ""distance_kraken"": 272.00999999999476, ""distance_coinbase"": 271.9250000000029}",1773017076.7099
